neighbourhood_group,neighbourhood,room_type,price_per_night,minimum_nights_to_book,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Nolita,Private room,120,7,3,0.06,3,0
Manhattan,Murray Hill,Entire home/apt,165,1,321,3.93,1,185
Brooklyn,Williamsburg,Private room,89,2,2,0.05,2,0
Queens,Ridgewood,Entire home/apt,75,2,17,0.2,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,132,2.53,2,257
Manhattan,Little Italy,Entire home/apt,229,1,3,0.53,1,362
Brooklyn,Fort Greene,Entire home/apt,215,2,198,1.72,1,321
Manhattan,Upper East Side,Private room,89,5,16,0.4,2,80
Brooklyn,Bedford-Stuyvesant,Private room,59,3,2,0.24,1,0
Manhattan,Chinatown,Entire home/apt,200,1,5,2.31,1,11
Brooklyn,Greenpoint,Private room,99,3,3,0.13,1,0
Brooklyn,Prospect Heights,Private room,75,2,4,0.37,1,0
Manhattan,Upper West Side,Entire home/apt,250,1,3,0.07,1,0
Brooklyn,Williamsburg,Entire home/apt,100,1,37,1.28,1,44
Queens,Queens Village,Private room,75,1,16,0.71,1,342
Brooklyn,Williamsburg,Entire home/apt,190,2,9,0.25,1,2
Brooklyn,Williamsburg,Entire home/apt,295,2,75,1.5,1,339
Manhattan,Upper East Side,Entire home/apt,145,1,1,1.0,1,110
Brooklyn,Bedford-Stuyvesant,Private room,95,2,4,0.29,1,0
Manhattan,Hell's Kitchen,Private room,49,1,102,1.84,1,1
Brooklyn,Bushwick,Private room,62,2,22,0.37,1,87
Brooklyn,Crown Heights,Private room,75,10,12,0.26,1,0
Brooklyn,Cypress Hills,Private room,80,1,3,0.42,1,1
Brooklyn,South Slope,Entire home/apt,111,2,1,0.04,1,0
Brooklyn,Bay Ridge,Entire home/apt,170,4,137,2.55,1,302
Brooklyn,Crown Heights,Private room,99,1,74,1.34,3,290
Manhattan,Upper West Side,Private room,65,3,9,0.21,1,0
Brooklyn,Fort Greene,Entire home/apt,120,2,21,0.56,1,0
Queens,Forest Hills,Entire home/apt,120,2,4,0.1,1,0
Manhattan,Upper East Side,Entire home/apt,190,2,8,0.54,1,3
Brooklyn,Williamsburg,Private room,80,4,80,1.08,1,245
Brooklyn,Kensington,Entire home/apt,115,7,6,0.11,1,183
Brooklyn,Crown Heights,Entire home/apt,125,5,1,1.0,2,321
Manhattan,East Village,Private room,119,2,3,1.32,1,2
Brooklyn,Williamsburg,Entire home/apt,115,2,5,0.23,2,0
Brooklyn,Bushwick,Private room,55,7,4,0.92,1,95
Manhattan,Chinatown,Entire home/apt,120,3,2,0.05,1,0
Queens,Ridgewood,Entire home/apt,200,3,9,1.19,1,273
Manhattan,East Harlem,Private room,65,1,1,0.03,1,0
Manhattan,Greenwich Village,Private room,150,2,7,0.12,1,0
Manhattan,East Harlem,Private room,70,1,1,0.02,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,4,0.54,1,326
Brooklyn,Williamsburg,Entire home/apt,295,2,2,2.0,3,298
Manhattan,Two Bridges,Entire home/apt,320,4,6,0.18,2,142
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,6,1,0.11,1,35
Manhattan,Upper West Side,Entire home/apt,125,31,1,0.02,1,41
Manhattan,Lower East Side,Entire home/apt,180,1,130,2.98,1,328
Manhattan,Nolita,Private room,250,91,55,1.59,1,34
Queens,South Ozone Park,Private room,75,1,124,7.98,3,160
Brooklyn,Park Slope,Entire home/apt,190,4,105,1.62,1,328
Manhattan,Harlem,Entire home/apt,65,6,2,0.13,2,9
Brooklyn,Williamsburg,Private room,70,1,8,0.41,1,0
Brooklyn,Williamsburg,Private room,90,4,3,0.16,3,0
Manhattan,Morningside Heights,Entire home/apt,175,1,1,0.16,1,0
Manhattan,Harlem,Private room,60,2,51,2.26,1,170
Brooklyn,Bedford-Stuyvesant,Entire home/apt,67,2,149,4.08,1,142
Brooklyn,Bushwick,Private room,65,1,1,0.04,1,0
Brooklyn,Sunset Park,Private room,60,2,34,1.0,2,181
Brooklyn,Williamsburg,Entire home/apt,299,2,5,0.06,3,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,3,24,0.4,3,19
Manhattan,Upper East Side,Private room,90,3,1,0.25,1,8
Brooklyn,Bushwick,Entire home/apt,95,222,1,0.16,2,85
Brooklyn,Prospect Heights,Entire home/apt,95,3,4,0.09,1,0
Brooklyn,Crown Heights,Entire home/apt,125,5,1,0.02,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,3,9,0.31,3,298
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,2,1.33,1,24
Brooklyn,Bedford-Stuyvesant,Private room,65,5,2,0.1,1,0
Brooklyn,Bedford-Stuyvesant,Private room,50,3,1,0.36,2,127
Manhattan,West Village,Entire home/apt,113,3,71,0.95,1,343
Manhattan,Financial District,Private room,90,14,8,0.23,2,146
Brooklyn,Williamsburg,Entire home/apt,250,3,2,0.31,1,10
Manhattan,Washington Heights,Private room,55,15,10,0.8,2,35
Brooklyn,Bushwick,Private room,65,2,20,1.57,3,282
Brooklyn,Brownsville,Private room,75,2,33,3.45,1,20
Manhattan,Hell's Kitchen,Entire home/apt,175,1,49,1.11,1,4
Manhattan,Morningside Heights,Entire home/apt,290,4,3,0.08,1,0
Brooklyn,Crown Heights,Private room,70,5,1,1.0,1,282
Manhattan,Lower East Side,Entire home/apt,199,1,14,0.15,2,158
Queens,Ridgewood,Entire home/apt,150,2,65,1.32,1,171
Brooklyn,Sunset Park,Entire home/apt,120,1,59,3.69,1,22
Brooklyn,Cobble Hill,Entire home/apt,124,30,1,0.04,1,12
Queens,Elmhurst,Entire home/apt,120,5,31,0.64,2,64
Brooklyn,Williamsburg,Private room,70,3,19,1.79,3,53
Manhattan,Greenwich Village,Entire home/apt,165,30,19,0.23,1,259
Manhattan,Inwood,Entire home/apt,100,3,15,0.27,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,91,2.0,1,160
Queens,Ditmars Steinway,Entire home/apt,100,1,4,0.28,1,0
Brooklyn,Bedford-Stuyvesant,Private room,200,1,13,0.5,2,23
Manhattan,East Village,Entire home/apt,190,1,1,0.63,1,365
Brooklyn,Windsor Terrace,Private room,60,2,206,2.49,2,86
Manhattan,Lower East Side,Private room,85,1,120,3.37,2,29
Brooklyn,Brooklyn Heights,Entire home/apt,150,2,4,0.36,2,11
Brooklyn,Prospect Heights,Entire home/apt,135,5,15,1.75,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,44,3.11,1,135
Brooklyn,Greenpoint,Private room,118,3,1,0.02,2,188
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,139,30,4,0.11,1,330
Brooklyn,Carroll Gardens,Private room,50,2,2,0.07,1,0
Brooklyn,Flatbush,Entire home/apt,300,2,6,0.58,1,0
Manhattan,Lower East Side,Private room,175,1,35,3.19,1,19
Manhattan,Hell's Kitchen,Private room,120,2,67,0.8,1,179
Queens,Arverne,Entire home/apt,199,1,11,3.79,1,113
Brooklyn,Fort Hamilton,Private room,90,3,12,1.3,1,63
Brooklyn,Brooklyn Heights,Entire home/apt,185,7,10,0.87,1,125
Manhattan,Upper West Side,Entire home/apt,150,4,2,0.03,1,141
Manhattan,Hell's Kitchen,Private room,99,1,134,4.96,2,176
Manhattan,Midtown,Private room,90,3,3,0.07,1,0
Queens,Astoria,Private room,100,2,15,0.33,1,318
Brooklyn,East New York,Private room,70,1,1,1.0,1,75
Manhattan,Harlem,Private room,85,3,5,1.76,1,0
Brooklyn,Bushwick,Private room,50,14,10,0.21,1,0
Brooklyn,Bushwick,Entire home/apt,59,2,177,4.74,1,3
Brooklyn,Bedford-Stuyvesant,Private room,50,1,25,2.08,1,28
Brooklyn,Williamsburg,Private room,90,1,10,0.28,1,0
Staten Island,Arden Heights,Private room,41,2,7,0.71,1,0
Brooklyn,Bedford-Stuyvesant,Private room,50,5,2,0.54,2,0
Brooklyn,Columbia St,Entire home/apt,130,3,6,0.3,1,106
Brooklyn,Flatbush,Entire home/apt,78,18,11,0.2,1,0
Manhattan,East Village,Entire home/apt,150,2,20,1.15,1,0
Manhattan,Chelsea,Entire home/apt,185,3,1,1.0,1,7
Manhattan,Washington Heights,Private room,119,2,12,0.36,1,124
Brooklyn,Bedford-Stuyvesant,Private room,55,5,37,1.16,2,72
Brooklyn,Downtown Brooklyn,Entire home/apt,150,3,68,1.35,1,88
Brooklyn,Clinton Hill,Entire home/apt,110,1,2,0.03,1,0
Brooklyn,Williamsburg,Private room,65,1,19,3.28,1,0
Brooklyn,Bensonhurst,Private room,80,2,7,0.23,1,0
Queens,Woodside,Entire home/apt,110,2,27,4.38,1,137
Manhattan,Harlem,Private room,48,7,2,0.06,1,0
Brooklyn,Williamsburg,Private room,50,3,3,0.07,3,0
Brooklyn,Bushwick,Private room,49,1,43,0.82,1,25
Manhattan,Upper West Side,Entire home/apt,110,30,1,0.59,1,3
Brooklyn,Williamsburg,Entire home/apt,130,3,4,0.12,1,0
Manhattan,Chelsea,Entire home/apt,210,1,10,0.22,1,6
Manhattan,Chelsea,Entire home/apt,140,5,50,0.91,1,328
Bronx,North Riverdale,Entire home/apt,105,2,27,2.13,1,328
Manhattan,Harlem,Entire home/apt,145,4,115,1.9,2,262
Brooklyn,Park Slope,Entire home/apt,150,7,4,0.08,1,94
Manhattan,Chelsea,Entire home/apt,69,1,2,0.24,1,1
Brooklyn,Bushwick,Private room,35,5,3,0.27,1,0
Manhattan,East Village,Entire home/apt,295,7,92,1.23,1,316
Queens,Astoria,Private room,50,5,3,0.08,1,0
Manhattan,Murray Hill,Entire home/apt,300,1,29,7.13,2,247
Queens,Rego Park,Entire home/apt,90,1,7,1.84,1,64
Queens,Rosedale,Entire home/apt,80,1,9,1.79,2,116
Brooklyn,Williamsburg,Entire home/apt,110,4,5,2.63,1,1
Brooklyn,Crown Heights,Entire home/apt,75,2,1,0.06,1,72
Queens,Astoria,Private room,63,4,10,1.18,1,74
Manhattan,Upper West Side,Entire home/apt,170,5,1,0.02,1,0
Queens,Queens Village,Private room,55,1,1,0.34,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,21,1.38,1,48
Brooklyn,Bedford-Stuyvesant,Entire home/apt,299,4,8,0.15,1,279
Queens,Elmhurst,Private room,35,3,4,0.76,1,310
Manhattan,Lower East Side,Entire home/apt,175,1,22,5.5,1,64
Manhattan,Upper East Side,Private room,100,3,28,0.55,2,364
Manhattan,East Harlem,Private room,65,7,1,0.03,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,18,2.33,1,134
Brooklyn,Sunset Park,Private room,50,2,44,2.29,1,298
Manhattan,West Village,Entire home/apt,300,2,3,0.08,1,0
Brooklyn,Greenpoint,Entire home/apt,150,1,4,0.59,2,0
Manhattan,Harlem,Private room,50,2,55,1.52,1,0
Brooklyn,Williamsburg,Entire home/apt,169,5,1,0.04,3,0
Brooklyn,Gravesend,Private room,70,1,1,0.23,1,0
Brooklyn,Williamsburg,Entire home/apt,224,1,26,1.01,2,192
Queens,Jamaica,Entire home/apt,10,1,43,1.68,1,252
Brooklyn,Bushwick,Private room,65,3,3,0.28,2,0
Brooklyn,Greenpoint,Entire home/apt,140,3,1,0.67,1,36
Brooklyn,Williamsburg,Private room,98,2,22,0.82,1,0
Queens,Woodhaven,Private room,45,7,3,1.2,2,360
Brooklyn,Fort Greene,Entire home/apt,95,1,85,2.93,1,0
Manhattan,Murray Hill,Entire home/apt,79,29,4,0.42,2,201
Manhattan,Lower East Side,Private room,85,1,4,0.21,3,0
Queens,Astoria,Entire home/apt,119,2,19,0.52,1,0
Brooklyn,Brooklyn Heights,Entire home/apt,155,5,7,0.12,1,17
Queens,Elmhurst,Private room,42,2,6,2.77,1,292
Manhattan,Harlem,Private room,80,3,69,1.7,1,3
Manhattan,East Village,Private room,120,1,2,0.06,1,0
Manhattan,Upper East Side,Private room,80,24,89,1.4,1,146
Brooklyn,Park Slope,Entire home/apt,147,7,42,0.61,1,365
Manhattan,Hell's Kitchen,Entire home/apt,219,7,100,2.66,1,235
Manhattan,Greenwich Village,Entire home/apt,200,1,12,8.18,1,206
Manhattan,West Village,Private room,100,2,3,0.15,1,0
Brooklyn,Fort Greene,Entire home/apt,175,3,5,0.14,1,0
Brooklyn,Bensonhurst,Private room,125,2,4,0.07,2,0
Manhattan,Harlem,Private room,90,2,67,2.99,1,63
Manhattan,Midtown,Private room,150,2,2,0.05,2,0
Manhattan,Upper East Side,Entire home/apt,100,30,26,1.18,3,250
Brooklyn,Crown Heights,Entire home/apt,171,3,61,2.59,2,267
Queens,Sunnyside,Private room,50,3,3,0.29,2,112
Manhattan,Chelsea,Private room,100,1,42,5.06,1,23
Manhattan,Lower East Side,Private room,159,2,29,4.39,1,209
Queens,Ridgewood,Private room,49,2,37,0.73,2,298
Manhattan,Upper East Side,Private room,110,1,1,0.03,1,0
Brooklyn,Bedford-Stuyvesant,Private room,75,1,21,7.5,1,114
Manhattan,Gramercy,Private room,160,2,1,0.02,1,0
Manhattan,Harlem,Private room,85,1,21,0.38,2,343
Brooklyn,Williamsburg,Private room,100,3,8,0.61,1,0
Brooklyn,Williamsburg,Private room,70,2,3,0.08,1,0
Manhattan,Hell's Kitchen,Entire home/apt,165,3,25,0.3,1,0
Manhattan,Upper West Side,Private room,100,1,14,0.55,1,24
Brooklyn,Crown Heights,Private room,55,5,6,0.28,1,0
Manhattan,East Village,Entire home/apt,170,2,5,0.11,1,0
Brooklyn,Greenpoint,Entire home/apt,115,1,1,0.02,2,0
Manhattan,Gramercy,Private room,75,2,1,0.03,1,0
Brooklyn,Sunset Park,Entire home/apt,80,10,2,0.04,1,0
Brooklyn,East Flatbush,Private room,50,2,263,2.69,2,136
Staten Island,Port Richmond,Private room,55,1,40,3.21,3,363
Brooklyn,Boerum Hill,Entire home/apt,150,3,12,6.55,1,173
Manhattan,Harlem,Private room,130,1,107,2.38,1,304
Brooklyn,Crown Heights,Entire home/apt,85,2,42,1.71,1,147
Brooklyn,Sunset Park,Entire home/apt,139,3,32,1.25,2,20
Brooklyn,Brownsville,Entire home/apt,130,2,20,2.63,1,139
Manhattan,Harlem,Private room,54,2,6,0.31,3,5
Manhattan,Hell's Kitchen,Entire home/apt,180,3,1,0.61,1,17
Brooklyn,Williamsburg,Entire home/apt,180,4,94,2.72,1,326
Manhattan,Harlem,Entire home/apt,100,3,4,0.16,1,0
Queens,Long Island City,Entire home/apt,135,30,3,0.06,1,231
Manhattan,East Harlem,Entire home/apt,115,3,8,0.15,1,183
Manhattan,Midtown,Entire home/apt,250,3,18,3.83,1,26
Brooklyn,Bushwick,Entire home/apt,150,1,1,0.02,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,120,2.63,3,220
Manhattan,Chelsea,Entire home/apt,250,5,4,0.11,1,0
Brooklyn,Williamsburg,Entire home/apt,125,6,10,0.36,1,239
Brooklyn,Crown Heights,Private room,50,2,6,0.69,2,0
Brooklyn,Clinton Hill,Private room,75,3,2,0.04,1,0
Brooklyn,Williamsburg,Private room,50,3,5,0.1,1,0
Brooklyn,Bushwick,Private room,60,7,74,3.98,3,31
Brooklyn,Williamsburg,Entire home/apt,100,7,3,0.3,1,44
Queens,Sunnyside,Private room,60,2,15,0.42,1,27
Manhattan,Harlem,Shared room,80,1,29,0.62,1,357
Manhattan,Harlem,Private room,69,2,47,3.78,2,0
Queens,Jackson Heights,Entire home/apt,69,2,177,5.13,2,105
Brooklyn,Carroll Gardens,Private room,95,3,72,2.56,1,67
Brooklyn,Bushwick,Entire home/apt,180,1,3,0.47,1,0
Bronx,Mott Haven,Private room,65,1,35,4.32,1,295
Brooklyn,Sunset Park,Private room,40,1,4,2.14,2,250
Manhattan,Upper West Side,Entire home/apt,200,3,5,0.13,1,0
Manhattan,Hell's Kitchen,Private room,131,2,2,0.32,1,0
Queens,Flushing,Private room,40,1,1,1.0,1,66
Brooklyn,Flatbush,Entire home/apt,98,2,27,0.96,1,168
Manhattan,Midtown,Entire home/apt,199,2,70,2.65,1,263
Brooklyn,Bushwick,Private room,45,4,2,0.28,1,0
Manhattan,Upper East Side,Entire home/apt,130,1,11,4.34,1,26
Brooklyn,Williamsburg,Private room,76,2,29,2.54,2,330
Manhattan,Harlem,Private room,75,3,30,0.35,3,322
Manhattan,Upper West Side,Entire home/apt,115,10,2,0.09,1,4
Manhattan,Harlem,Entire home/apt,114,1,2,2.0,1,104
Manhattan,West Village,Entire home/apt,250,2,1,0.03,1,0
Manhattan,Kips Bay,Entire home/apt,165,1,4,0.42,1,0
Queens,Astoria,Private room,45,10,17,0.69,2,283
Manhattan,Upper West Side,Entire home/apt,240,30,4,0.11,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,106,2.23,1,282
Brooklyn,Sheepshead Bay,Private room,39,2,66,2.01,3,62
Brooklyn,Bushwick,Private room,50,5,14,0.88,2,0
Brooklyn,Kensington,Entire home/apt,150,4,1,0.02,1,0
Brooklyn,Brooklyn Heights,Entire home/apt,79,3,1,0.77,1,94
Staten Island,Arden Heights,Entire home/apt,70,5,1,1.0,1,55
Manhattan,Inwood,Entire home/apt,95,1,31,2.28,1,0
Brooklyn,Bushwick,Private room,60,2,4,1.0,1,61
Brooklyn,Bushwick,Private room,58,2,13,1.25,2,3
Manhattan,Greenwich Village,Private room,69,1,4,0.12,1,0
Brooklyn,Williamsburg,Entire home/apt,70,5,2,0.19,1,0
Brooklyn,Boerum Hill,Entire home/apt,150,2,63,1.26,1,0
Queens,Sunnyside,Entire home/apt,95,30,8,0.16,3,332
Queens,Long Island City,Shared room,33,1,11,0.46,1,0
Manhattan,West Village,Entire home/apt,300,2,8,0.81,1,199
Manhattan,Little Italy,Private room,95,2,2,2.0,2,23
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,5,4,0.11,2,0
Manhattan,West Village,Private room,89,1,13,1.2,2,7
Brooklyn,Bedford-Stuyvesant,Private room,40,5,8,0.23,1,289
Queens,East Elmhurst,Private room,53,2,16,4.49,1,79
Manhattan,Chelsea,Entire home/apt,200,1,34,4.66,1,0
Manhattan,East Harlem,Private room,86,4,37,0.97,1,22
Manhattan,East Harlem,Private room,74,16,7,0.28,3,0
Brooklyn,Williamsburg,Entire home/apt,200,3,14,1.14,1,119
Brooklyn,Carroll Gardens,Entire home/apt,250,2,106,1.34,3,272
Manhattan,Upper East Side,Entire home/apt,199,1,116,1.54,1,300
Manhattan,Morningside Heights,Entire home/apt,170,3,6,0.11,1,0
Brooklyn,Bushwick,Entire home/apt,89,2,166,6.79,1,52
Manhattan,Murray Hill,Entire home/apt,160,1,5,0.1,1,0
Manhattan,Gramercy,Entire home/apt,195,3,2,0.11,1,0
Brooklyn,Bushwick,Private room,32,1,5,0.22,2,0
Manhattan,Hell's Kitchen,Entire home/apt,129,1,178,3.43,1,272
Brooklyn,Bushwick,Entire home/apt,110,2,20,2.56,1,284
Manhattan,Midtown,Entire home/apt,150,3,27,1.79,1,320
Queens,Astoria,Entire home/apt,125,5,27,0.5,1,2
Queens,Ditmars Steinway,Entire home/apt,99,4,17,0.44,1,0
Brooklyn,East Flatbush,Entire home/apt,45,1,112,2.99,1,244
Manhattan,Chelsea,Entire home/apt,199,4,15,0.38,1,0
Brooklyn,Brighton Beach,Private room,95,1,7,0.32,3,342
Brooklyn,East Flatbush,Private room,47,2,248,3.27,2,0
Manhattan,East Village,Entire home/apt,149,2,5,0.23,1,0
Brooklyn,Red Hook,Entire home/apt,125,3,23,0.64,1,77
Manhattan,Harlem,Private room,90,2,39,3.42,1,29
Manhattan,Gramercy,Entire home/apt,150,3,16,0.9,1,0
Manhattan,Inwood,Entire home/apt,100,3,44,2.3,1,168
Brooklyn,Clinton Hill,Private room,65,2,18,0.55,1,0
Brooklyn,Greenpoint,Private room,62,3,3,0.12,1,0
Manhattan,East Harlem,Private room,65,1,25,0.72,1,0
Brooklyn,East Flatbush,Private room,37,1,16,0.46,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,5,4,1.2,1,0
Queens,Maspeth,Entire home/apt,150,1,24,5.26,1,236
Brooklyn,Bushwick,Private room,70,3,2,1.05,1,189
Brooklyn,Bedford-Stuyvesant,Private room,77,1,118,2.74,2,216
Brooklyn,Bedford-Stuyvesant,Private room,45,3,2,0.05,1,0
Brooklyn,South Slope,Entire home/apt,85,3,6,0.23,3,98
Manhattan,Greenwich Village,Entire home/apt,200,4,18,1.42,1,5
Brooklyn,Sunset Park,Shared room,22,1,5,0.81,2,0
Manhattan,Morningside Heights,Entire home/apt,190,5,9,0.26,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,116,2,4,4.0,2,156
Brooklyn,East Flatbush,Private room,65,2,24,1.79,2,361
Brooklyn,Greenpoint,Private room,55,1,1,0.02,1,0
Brooklyn,Williamsburg,Entire home/apt,250,1,2,0.23,1,4
Manhattan,East Harlem,Entire home/apt,100,2,32,0.62,1,0
Queens,Sunnyside,Private room,35,1,37,5.84,2,0
Brooklyn,Crown Heights,Private room,64,5,7,0.18,2,0
Brooklyn,Williamsburg,Private room,119,4,18,0.59,1,0
Brooklyn,Crown Heights,Entire home/apt,110,2,32,0.56,1,264
Brooklyn,Bedford-Stuyvesant,Entire home/apt,136,2,7,2.84,1,255
Brooklyn,Williamsburg,Entire home/apt,122,3,18,1.87,1,61
Brooklyn,Crown Heights,Entire home/apt,150,3,11,5.16,1,142
Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,68,0.89,1,280
Manhattan,Harlem,Entire home/apt,150,1,6,4.09,3,352
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,2,6,4.09,1,152
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,2,0.06,1,0
Brooklyn,Williamsburg,Entire home/apt,241,2,1,0.15,1,0
Manhattan,Harlem,Private room,69,4,153,4.74,2,125
Bronx,Concourse Village,Entire home/apt,140,1,106,5.7,1,310
Queens,Middle Village,Entire home/apt,85,2,97,1.43,1,230
Manhattan,Morningside Heights,Private room,45,31,1,0.1,1,1
Brooklyn,Williamsburg,Private room,75,2,10,3.85,2,62
Manhattan,East Village,Private room,300,6,1,0.01,1,0
Brooklyn,Greenpoint,Private room,95,7,1,0.34,2,0
Brooklyn,Bushwick,Entire home/apt,120,1,39,5.27,1,196
Manhattan,Hell's Kitchen,Entire home/apt,142,20,4,0.3,1,0
Brooklyn,Bushwick,Private room,95,2,3,0.09,1,0
Brooklyn,Crown Heights,Private room,60,20,3,0.39,1,0
Brooklyn,Greenpoint,Entire home/apt,89,3,69,2.25,1,0
Brooklyn,Red Hook,Entire home/apt,95,3,12,0.3,1,0
Brooklyn,Gowanus,Private room,65,1,20,3.13,1,146
Manhattan,Hell's Kitchen,Entire home/apt,90,3,4,0.9,1,0
Manhattan,East Village,Entire home/apt,165,4,2,2.0,1,0
Brooklyn,Bay Ridge,Private room,49,4,72,0.81,2,343
Manhattan,Midtown,Entire home/apt,225,5,30,1.4,1,0
Manhattan,Upper West Side,Entire home/apt,140,1,8,0.2,1,7
Brooklyn,Williamsburg,Entire home/apt,150,3,6,0.95,1,4
Brooklyn,Bedford-Stuyvesant,Private room,65,5,1,0.02,1,0
Manhattan,East Village,Entire home/apt,250,2,2,0.1,1,0
Brooklyn,Greenpoint,Private room,37,3,4,0.13,1,0
Bronx,Williamsbridge,Entire home/apt,85,1,6,6.0,1,362
Manhattan,Upper West Side,Entire home/apt,120,4,7,0.33,1,0
Manhattan,Two Bridges,Private room,93,1,28,5.53,3,359
Brooklyn,Williamsburg,Entire home/apt,225,2,28,0.55,1,0
Manhattan,Lower East Side,Private room,80,2,42,1.64,1,71
Manhattan,Harlem,Entire home/apt,115,3,5,0.24,1,0
Queens,Rego Park,Entire home/apt,288,3,16,1.17,1,136
Brooklyn,Bedford-Stuyvesant,Private room,60,2,21,1.71,1,75
Manhattan,Hell's Kitchen,Private room,125,1,10,1.01,1,0
Brooklyn,Williamsburg,Private room,65,7,1,0.04,1,0
Manhattan,Gramercy,Private room,110,1,8,0.25,1,0
Brooklyn,Sheepshead Bay,Private room,50,3,3,0.28,1,189
Manhattan,East Village,Entire home/apt,140,1,31,1.14,1,1
Manhattan,East Village,Private room,100,1,1,0.02,1,0
Queens,Flushing,Private room,65,1,122,3.16,1,86
Brooklyn,East Flatbush,Private room,35,1,7,1.84,3,351
Brooklyn,Flatbush,Entire home/apt,99,3,2,0.11,3,311
Brooklyn,Fort Greene,Private room,130,3,154,1.63,2,305
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,10,4.17,1,38
Queens,Glendale,Entire home/apt,150,3,22,0.93,1,292
Manhattan,Battery Park City,Private room,100,1,4,0.08,1,0
Queens,Ditmars Steinway,Entire home/apt,130,1,93,5.01,2,279
Brooklyn,Clinton Hill,Entire home/apt,115,5,8,0.21,1,0
Manhattan,Kips Bay,Entire home/apt,225,30,276,5.54,1,338
Brooklyn,Williamsburg,Entire home/apt,250,3,1,0.02,1,0
Brooklyn,Fort Greene,Private room,96,2,11,0.43,1,0
Manhattan,Lower East Side,Entire home/apt,250,5,8,0.43,1,0
Brooklyn,Columbia St,Private room,85,2,61,1.57,1,0
Brooklyn,Clinton Hill,Entire home/apt,125,4,1,0.09,1,0
Manhattan,Upper West Side,Entire home/apt,149,1,62,4.77,1,224
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,28,2,0.11,1,177
Brooklyn,Clinton Hill,Entire home/apt,200,3,2,0.22,1,16
Manhattan,Chelsea,Entire home/apt,175,2,17,2.08,1,0
Manhattan,Gramercy,Private room,120,4,132,1.62,1,267
Manhattan,Washington Heights,Private room,52,1,1,0.79,2,0
Manhattan,East Harlem,Private room,90,3,2,0.09,1,0
Manhattan,East Village,Entire home/apt,250,9,2,0.2,2,126
Brooklyn,Coney Island,Shared room,50,2,1,0.03,1,0
Manhattan,Upper West Side,Private room,65,3,5,0.14,2,0
Manhattan,Harlem,Private room,75,30,1,0.07,2,133
Brooklyn,Crown Heights,Private room,99,2,2,0.29,3,78
Brooklyn,Williamsburg,Private room,55,2,4,1.3,1,0
Manhattan,Hell's Kitchen,Private room,129,1,98,2.87,3,27
Brooklyn,South Slope,Private room,109,2,4,0.21,1,0
Manhattan,Harlem,Private room,88,4,16,0.43,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,3,140,2.75,2,197
Queens,Astoria,Entire home/apt,140,2,16,4.21,2,79
Manhattan,Upper East Side,Entire home/apt,105,5,117,4.29,3,187
